root_id,cell_type
720575940622238344,CB3851
720575940627530045,T5b
720575940630870871,CB1644
720575940616936633,TmY9
720575940623322637,Tm3
720575940627403004,CB1871
720575940623576211,Dm10
720575940640962805,Tm9
720575940659005313,NA
720575940637524021,CB2807
720575940627890490,Mi2
720575940637882590,T3
720575940619952725,AVLP147
720575940638510057,CB3864
720575940617925588,T2
720575940628081683,T1
720575940643554852,T2a
720575940627147308,T4b
720575940613762285,Tm5Y
720575940624030856,NA
720575940629292281,CB2728
720575940640820788,JO-B
720575940626124839,TmY5a
720575940619298520,T3
720575940605002720,L5
720575940626901348,Mi9
720575940638480061,NA
720575940628337103,NA
720575940627769240,R1-6
720575940624993287,Mi14
720575940625346362,NA
720575940615840913,NA
720575940621948810,KCab
720575940621985089,T2a
720575940633919083,TmY5a
720575940639409315,NA
720575940643350688,CB3852
720575940631991266,NA
720575940627943966,NA
720575940623637396,LC31a
720575940625824100,Tm1
720575940617648614,TmY9
720575940622962601,TmY4
720575940639685491,Tm4
720575940612346408,NA
720575940624095172,CB0415
720575940632591683,T4d
720575940616674265,CB1891
720575940614486690,NA
720575940623590663,Mi15
720575940636216553,Tm9
720575940631787587,NA
720575940628597291,NA
720575940632731309,CB3852
720575940654500257,NA
720575940619152811,Mi9
720575940624253163,T2a
720575940632799336,Tm16
720575940617290713,CB1843
720575940638772038,NA
720575940623216141,Tm2
720575940628437269,TmY9
720575940623063295,Dm8
720575940620794733,CB3852
720575940611727786,Mi15
720575940622735996,CB3851
720575940609284728,NA
720575940622671629,T5a
720575940623392892,NA
720575940619066095,Tm2
720575940627061690,Tm4
720575940614673873,NA
720575940615119783,Dm3
720575940621660550,CB3816
720575940620478629,Tm3
720575940636852294,CB3029
720575940611415770,NA
720575940630751788,T3
720575940611118894,MTe01
720575940633869281,BM_Vt_PoOc
720575940630135351,Mi14
720575940617808569,T3
720575940625293314,TmY3
720575940632613549,NA
720575940622780442,R1-6
720575940634347360,KCab
720575940630215127,C3
720575940626510869,NA
720575940619765670,T4c
720575940615612091,T2
720575940604094240,Tm1
720575940618322617,L1
720575940613403458,NA
720575940617334715,CB2762
720575940615167174,CB1109
720575940616177949,MTe05
720575940628900907,NA
720575940630210871,TmY20
720575940642599328,NA
720575940636927374,CB2539
720575940625774631,Mi1
720575940621566630,R7
720575940614606738,NA
720575940621574026,NA
720575940607641801,T1
720575940634374263,CB2915
720575940621382676,NA
720575940625502666,DNae018
720575940620688884,CB1178
720575940609201347,T5b
720575940626045444,CB0744
720575940637557481,T5b
720575940621141851,L4
720575940628276674,Mi9
720575940627962142,Tm4
720575940618767006,Dm3
720575940616893638,Mi1
720575940625003824,Tm6
720575940620109191,KCab
720575940622726640,NA
720575940635603903,R1-6
720575940636835695,CB3854
720575940633136851,CB3852
720575940618630720,T4b
720575940631639778,NA
720575940639720563,Dm3
720575940611516586,NA
720575940635211115,CB0865
720575940619401199,NA
720575940644431652,Dm3
720575940641429237,Y4
720575940605929394,NA
720575940624774397,R1-6
720575940626621498,KCab
720575940626932873,Mi15
720575940635099487,Tm9
720575940615121986,T2a
720575940641250944,Tm4
720575940605291138,NA
720575940628424325,NA
720575940617970260,T2
720575940626492188,TmY5a
720575940635322524,CB3500
720575940630437826,C2
720575940629716332,Dm3
720575940628571210,TmY18
720575940616710742,Dm3
720575940604821950,CB3577
720575940627418184,T5d
720575940607814492,CB2731
720575940627732648,Mi13
720575940631857495,NA
720575940624970933,MTe54
720575940603373916,T5a
720575940644223267,NA
720575940634451311,NA
720575940627009598,Mi1
720575940632987437,L5
720575940619630207,KCab
720575940614702239,CB1861
720575940621705599,Dm10
720575940636378999,T5b
720575940622611848,T2
720575940632452456,L1
720575940616794930,T4c
720575940626209082,CB1178
720575940623182827,CB1935
720575940610066894,Tm3
720575940625171655,R1-6
720575940624383892,"CB.FB3,4D2"
720575940622127877,Tm3
720575940615070431,T4a
720575940645056791,CB0153
720575940626980623,T3
720575940628600326,Mi4
720575940628878791,Lawf2
720575940623056166,Tm5c
720575940632547395,Dm21
720575940634614367,NA
720575940624437735,CB.FB7D0
720575940627727134,T4a
720575940625228862,MeTu1
720575940631676115,Mi4
720575940612039154,T4a
720575940617425593,SLPpm3_P02
720575940630269689,NA
720575940641812699,VS3
720575940639836624,NA
720575940627680584,C2
720575940627514962,T2
720575940626605949,Dm8
720575940637279095,NA
720575940632631097,R8
720575940625798076,Tm20
720575940623902307,CB.FB8D2
720575940630217436,T2
720575940614790550,CB3391
720575940627391113,NA
720575940630608236,NA
720575940610814682,T5c
720575940617920283,NA
720575940636338789,T4c
720575940633195489,TmY5a
720575940654906529,T2
720575940618069341,NA
720575940610188494,T5b
720575940612846489,L5
720575940639371317,T3
720575940615280551,R8
720575940619679552,L3
720575940610864533,NA
720575940631972293,R1-6
720575940636070392,C3
720575940627580029,L4
720575940619211333,NA
720575940621831804,NA
720575940639509667,T5c
720575940622894349,NA
720575940619576998,Mi9
720575940630218178,Mi4
720575940633425581,TmY5a
720575940605945004,NA
720575940621779035,CB0148
720575940609521673,NA
720575940633789154,Tm12
720575940617331061,NA
720575940620745163,Tm4
720575940622518477,CB3828
720575940614653393,Mi15
720575940612335090,Tm6
720575940622103646,NA
720575940612572529,R1-6
720575940624248614,Pm2
720575940615911583,T4a
720575940614518690,CB3019
720575940618267227,NA
720575940627359107,NA
720575940627104284,R8
720575940637836634,T4d
720575940634615959,Tm9
720575940620719743,NA
720575940603498869,T4b
720575940630787287,Tm1
720575940642253728,NA
720575940630437418,NA
720575940631952715,R8
720575940617970525,R1-6
720575940628211258,R1-6
720575940623355114,DNge224
720575940612987285,Dm3
720575940635926682,NA
720575940628393713,NA
720575940607585737,R1-6
720575940616164213,CB2957
720575940652575222,L1
720575940631555090,L5
720575940630515523,TmY18
720575940612534933,R1-6
720575940615327349,Mi13
720575940614528749,R7
720575940630015479,Tm5a
720575940620344280,L1
720575940628283535,Dm3
720575940610007598,Mi1
720575940628323322,Tm5Y
720575940622411021,T3
720575940616906508,Mi9
720575940610734229,Tm4
720575940631537526,TmY15
720575940621511606,NA
720575940616318988,L3
720575940619734096,Y4
720575940621443776,L2
720575940621605997,T5b
720575940617372673,Tm9
720575940632421663,Mi9
720575940632302161,NA
720575940616920347,T2a
720575940635645432,Tm16
720575940621180582,Dm21
720575940639102015,R7
720575940624599836,Mi1
720575940635653812,L3
720575940631134116,NA
720575940604489649,KCapbp-ap2
720575940622630870,NA
720575940624414442,R1-6
720575940629110513,R1-6
720575940625164302,NA
720575940619828095,CB1941
720575940627723416,Mi1
720575940621044084,T4c
720575940623580413,Tlp1
720575940639426101,Dm21
720575940635324302,NA
720575940622288152,NA
720575940633750776,NA
720575940630327547,T2a
720575940620131889,Mi13
720575940626861370,T1
720575940623992675,Dm15
720575940643988128,Mi4
720575940632748648,C3
720575940634740335,Tm1
720575940627981929,CB1340
720575940624547051,Mi9
720575940633807295,CB2460
720575940611600298,Tm9
720575940627430296,L4
720575940632765921,NA
720575940613719038,Dm2
720575940646245923,T5c
720575940631958097,T5b
720575940605970604,L5
720575940626647464,T4a
720575940620261979,Dm3
720575940606025318,MTe50
720575940620893830,CB3834
720575940640676413,CB3183
720575940641957595,NA
720575940624814519,R8
720575940612489109,NA
720575940626135122,NA
720575940632524074,L4
720575940645102359,Dm21
720575940619588334,CB3852
720575940627397386,NA
720575940629952300,NA
720575940618395229,Mi9
720575940622917876,LC10a
720575940617906589,Tm9
720575940623871502,CB2007
720575940636168414,KCab
720575940607122268,CB1685
720575940621775877,L5
720575940614885442,TmY14
720575940618964052,L3
720575940622211241,Mi1
720575940634643886,NA
720575940622690954,Mi9
720575940614711603,MTe03
720575940633772708,TmY15
720575940613478422,KCab
720575940629488658,CB1021
720575940644764196,T2
720575940638063728,CB3832
720575940616731665,T5b
720575940631558995,T5c
720575940640149813,T2a
720575940624486548,CB0450
720575940627539786,TmY9
720575940614654383,TmY18
720575940607772290,NA
720575940631960919,Tm16
720575940622331830,CB3841
720575940628216081,TmY5a
720575940644530848,C2
720575940613925073,T5d
720575940627724431,CB1238
720575940632759460,NA
720575940620445536,T5d
720575940619831499,Tm9
720575940646504814,NA
720575940627080335,CB1255
720575940638984099,BM_InOm
720575940647084164,NA
720575940627535047,T5a
720575940625760017,NA
720575940636819374,Tm4
720575940620959073,Dm3
720575940617008070,T1
720575940626517129,NA
720575940637367012,Y4
720575940638281950,R1-6
720575940644431520,R1-6
720575940652231158,NA
720575940624872456,T2
720575940620716114,L2
720575940611638385,TmY4
720575940623642723,R8
720575940627406867,Mi9
720575940643746868,Dm3
720575940645673508,CB3009
720575940618873179,CB3738
720575940623382506,T4d
720575940633641442,T4c
720575940604678880,Dm8
720575940631447363,KCapbp-m
720575940609293660,T4b
720575940626398285,CB3816
720575940622641321,L1
720575940624240580,Tm9
720575940636665262,KCapbp-ap1
720575940629312855,Mi9
720575940624933813,Mi2
720575940620568966,T4d
720575940612671194,Dm3
720575940607259228,T5c
720575940629662423,TmY3
720575940630065720,L2
720575940630821367,Dm10
720575940647856260,Mi2
720575940628889935,T5c
720575940628769972,Tm4
720575940611520721,NA
720575940628575765,Mi4
720575940640897955,NA
720575940635398255,MTe16
720575940614526974,NA
720575940645493283,NA
720575940608713898,Dm8
720575940611534449,R8
720575940611126904,TmY15
720575940631140909,CB0743
720575940645760547,T2
720575940629253376,JO-B
720575940620156326,CB.FB6B1
720575940621480575,T4d
720575940611859570,CB2126
720575940627222970,Dm3
720575940610487410,NA
720575940633213132,DNpe054
720575940628992567,LTe38a
720575940629497094,C3
720575940632546841,CB3864
720575940624227366,L2
720575940635599758,CB0285
720575940623789804,TmY20
720575940630683385,CB0801
720575940623453910,NA
720575940616569227,NA
720575940642615949,Tlp1
720575940618393398,NA
720575940626042556,NA
720575940624122919,NA
720575940620182305,NA
720575940629766479,CB3821
720575940641294837,Tm3
720575940620096065,CB3776
720575940631911499,NA
720575940617429131,Tm9
720575940626313316,TmY5a
720575940627372165,NA
720575940627886213,NA
720575940623246995,CB2096
720575940621511441,Mi4
720575940631494863,NA
720575940623071245,TmY3
720575940621733759,CB1017
720575940623725261,Tm2
720575940622984701,LTe02
720575940622051818,NA
720575940624189901,Lawf2
720575940628624683,T5d
720575940613581378,SMP331b
720575940623753447,CL018b
720575940629572081,Tm4
720575940628570954,Mi13
720575940619775582,MTe01
720575940630910070,L4
720575940618658974,DNge225
720575940621542765,TmY5a
720575940622286669,Mi1
720575940623202748,CB2835
720575940611284659,CB.FB5I1
720575940621766382,Mi2
720575940633882323,TmYem1
720575940606929282,NA
720575940622570083,NA
720575940611924373,T2
720575940633224237,L4
720575940630919895,Pm2
720575940629924112,Pm1
720575940629546225,Pm2
720575940618864263,CB3852
720575940620665665,L5
720575940645612579,NA
720575940613478166,Pm1a
720575940606553289,Tm20
720575940615427239,C2
720575940608614665,Mi2
720575940611425122,T1
720575940638875369,NA
720575940614747554,T4b
720575940619105053,Tm20
720575940622236381,T5a
720575940620651503,NA
720575940620659053,C3
720575940626101450,C3
720575940630407751,Mi1
720575940628651850,Lawf1
720575940633551540,KCab
720575940622903560,CL018b
720575940648372857,NA
720575940645973015,Tm20
720575940605604030,NA
720575940622032628,Mi9
720575940607258891,Tm20
720575940610389458,Dm15
720575940607121794,Tm9
720575940619992852,Tm5Y
720575940627925842,R7
720575940638168639,NA
720575940619197366,CB2750
720575940623274760,T4d
720575940623189272,TmY5a
720575940627370302,L2
720575940630298471,Mi9
720575940610663573,TmY5a
720575940614711080,Tm2
720575940621774433,R1-6
720575940639453429,CB3828
720575940620301483,T5d
720575940631485251,NA
720575940633162031,NA
720575940629835419,R8
720575940613242291,CB3821
720575940621611435,CB3851
720575940620320214,NA
720575940623619549,NA
720575940640600125,Dm8
720575940625349680,Tm1
720575940622238896,Tm5c
720575940629511171,NA
720575940633304913,CB3731
720575940612968305,NA
720575940652659702,Pm4
720575940642552736,TmY20
720575940629046377,NA
720575940611875960,Mi15
720575940613794060,CB.FB9C0
720575940614570705,Mi1
720575940619614843,C2
720575940628810139,T2a
720575940626150462,Mi15
720575940615406994,C3
720575940612537366,T5d
720575940610376056,TmY11
720575940624810814,Y4
720575940636878254,NA
720575940610735970,Tm9
720575940625383572,R8
720575940609302211,Mi13
720575940632580143,NA
720575940616432607,R1-6
720575940638549080,Mi13
720575940631970391,MeTu3
720575940610219618,NA
720575940629730263,NA
720575940612543254,Tm2
720575940659904385,Tm1
720575940642997901,Dm3
720575940614530098,NA
720575940626089609,Mi1
720575940611333841,T4b
720575940620371249,NA
720575940606939010,Tm6
720575940639447741,L2
720575940622478716,T2a
720575940622240355,LC10a
720575940614688322,BM_InOm
720575940618657403,T4d
720575940609633582,CB3372
720575940628371475,CB2130
720575940617378388,Mi9
720575940624448138,NA
720575940628912188,L5
720575940642264205,CB3851
720575940620787438,CB3864
720575940638708058,BM_Hau
720575940622486644,DNge179
720575940624549820,CB1668
720575940630460975,NA
720575940616748756,CB1622
720575940608694795,T4b
720575940611664850,R1-6
720575940623029765,R1-6
720575940615059974,R1-6
720575940626917903,T3
720575940609133102,NA
720575940627525246,T3
720575940603842988,TmY9
720575940618817262,NA
720575940636380649,NA
720575940644654752,NA
720575940605810208,Dm21
720575940633135070,Tm2
720575940607209820,TmY3
720575940605842278,TmY5a
720575940646209059,Dm12
720575940631544082,Mi1
720575940632716088,T3
720575940644965940,NA
720575940627287655,NA
720575940632894419,TmYem1
720575940621147730,Dm2
720575940635503758,T4b
720575940622227213,NA
720575940618023569,CB3820
720575940659850113,NA
720575940621933808,Dm21
720575940630149531,Pm4
720575940631704271,T2a
720575940606443977,BM_InOm
720575940633740569,T3
720575940620053406,T2
720575940625323795,NA
720575940629609457,NA
720575940627015187,Mi15
720575940623632324,CB3864
720575940613009327,NA
720575940622214313,Tm5c
720575940613577642,L5
720575940621305515,C2
720575940626801726,C3
720575940613526386,R1-6
720575940612981997,NA
720575940632515855,CB3864
720575940632476739,R1-6
720575940620674287,Mi9
720575940627587078,KCab
720575940623150728,C3
720575940647021620,CB0869
720575940631056865,Mi4
720575940622805065,CB0962
720575940634682815,TPMN
720575940624499300,Tm12
720575940615572959,Dm3
720575940622263815,Mi1
720575940638197070,NA
720575940635368092,NA
720575940620570453,C2
720575940644367396,Tm9
720575940642269325,Tm3
720575940626616322,Tm3
720575940629642907,L4
720575940618120517,Tm6
720575940617562763,C2
720575940615467170,MeTu3
720575940634540907,Tm12
720575940633122607,R8
720575940632837201,NA
720575940619372864,Dm20
720575940624427498,Tm9
720575940624044007,Dm2
720575940620792559,Dm8
720575940609221641,MTe02
720575940659807361,T5b
720575940622305891,NA
720575940623992300,NA
720575940617755366,Mi2
720575940627171089,ORN_VM6
720575940621546432,Tm6
720575940633538771,Tm9
720575940619038493,DNpe042
720575940623135512,Pm1
720575940635001566,Mi9
720575940626309864,T2a
720575940642040821,NA
720575940623832781,Tm20
720575940640011086,R1-6
720575940630797430,CB3819
720575940624832747,TmY9
720575940615463058,R1-6
720575940615895007,Y3
720575940633819417,NA
720575940646582836,NA
720575940631798319,NA
720575940609888324,T3
720575940621349908,CB1750
720575940612690338,NA
720575940626806026,NA
720575940629211847,NA
720575940621882793,MTe50
720575940620883079,R1-6
720575940634006355,KCapbp-ap2
720575940606756030,NA
720575940619245397,CB3816
720575940632679727,CB1030
720575940645527684,CB1502
720575940633389281,NA
720575940628906044,Dm8
720575940619196864,NA
720575940620364710,CB3845
720575940626906142,KCab
720575940635542452,T4a
720575940624157675,NA
720575940629489751,NA
720575940652318198,Dm3
720575940644052128,T1
720575940622968397,NA
720575940628734057,Dm8
720575940631685587,Tm9
720575940616829908,NA
720575940634350547,CB3816
720575940612318673,NA
720575940628237041,T5b
720575940633631955,Mi15
720575940631833171,Mi9
720575940626315010,NA
720575940614279599,L4
720575940629750142,Mi15
720575940630654226,CB0989
720575940638722394,Mi4
720575940624696812,Dm21
720575940623203012,KCapbp-m
720575940624868391,Mi2
720575940638755910,TmY9
720575940608827913,Mi9
720575940632052876,CB3864
720575940632376204,ocellar_retinula_cell
720575940623532471,C2
720575940616571682,NA
720575940645983511,Mi4
720575940629837563,NA
720575940625401219,MTe01
720575940626951877,T4a
720575940610198997,TmY18
720575940623090014,Tm16
720575940623425148,Tm4
720575940625713907,Tm1
720575940646229283,NA
720575940629334427,T4d
720575940612315890,Mi2
720575940629970763,TmY3
720575940627601999,Dm8
720575940638764772,CB3851
720575940617937181,NA
720575940640783568,NA
720575940631936081,BM_InOm
720575940629349164,NA
720575940628808439,CB3848
720575940617402139,T2a
720575940635097439,NA
720575940623830822,L3
720575940607358642,Mi2
720575940617670073,Tm2
720575940622310582,Dm9
720575940626699045,TmY18
720575940620413144,CB3833
720575940631978592,NA
720575940621421844,NA
720575940611373262,CB3061
720575940626630404,CB1033
720575940627152399,Dm3
720575940632068044,R1-6
720575940629974978,TmY5a
720575940622287228,MeTu1
720575940631940377,CB1415
720575940628742662,L2
720575940639223203,Mi1
720575940633466524,KCapbp-m
720575940623627411,T4a
720575940623457560,Dm2
720575940614365359,L4
720575940633724863,Mi9
720575940647105571,Tm3
720575940618731421,R1-6
720575940611304627,CB2669
720575940633542431,Mi4
720575940614026390,CB1948
720575940614600755,R1-6
720575940616008350,T4d
720575940624945456,T4d
720575940629746176,PLP065b
720575940636428095,Dm2
720575940627646266,Dm2
720575940627561554,L5
720575940630598487,TmYem1
720575940620314352,Mi4
720575940618350804,Mi1
720575940613803798,Tm6
720575940616635905,CB2826
720575940628083722,R1-6
720575940620637935,T4d
720575940655585697,NA
720575940614309186,Tm5c
720575940630514913,Y3
720575940617187421,NA
720575940632102607,NA
720575940609190866,KCab
720575940631225996,DNp22
720575940629300736,CB2213
720575940640340944,NA
720575940629039100,L1
720575940629197164,CB3864
720575940619204335,NA
720575940617483318,NA
720575940627311106,NA
720575940616770610,T4b
720575940621244429,NA
720575940622988070,T5a
720575940632435999,T5d
720575940631087311,Tm9
720575940621287201,CB1805
720575940628533356,KCab
720575940629778179,NA
720575940629789660,NA
720575940639159886,C3
720575940624971337,R7
720575940625373733,CB0632
720575940615211195,NA
720575940631321708,R1-6
720575940628250076,NA
720575940634303642,NA
720575940633142682,Tm1
720575940609096971,Tm20
720575940618339777,NA
720575940632449583,L5
720575940637841520,L4
720575940634687388,C2
720575940617139457,NA
720575940619463924,NA
720575940627176211,Mi15
720575940630207350,TmY14
720575940629525007,Y3
720575940629044862,CB1503
720575940608410325,TmY5a
720575940618615360,NA
720575940632932143,Mi1
720575940628716360,CB.FB7D0
720575940626579466,NA
720575940655640993,C3
720575940611140325,T5c
720575940619209931,Y3
720575940624218665,T2
720575940628859408,L1
720575940627446354,NA
720575940621180912,T4c
720575940626806887,CB1207
720575940622728728,DNge145
720575940630343649,Tm6
720575940627659151,Dm3
720575940621648861,NA
720575940631418742,CB3851
720575940621232064,NA
720575940626803599,CB3000
720575940621132108,T5d
720575940625418426,Mi9
720575940631230275,Mi4
720575940615309106,NA
720575940626186852,Y1
720575940617265566,L5
720575940650416249,NA
720575940612365169,Dm21
720575940626769241,Tm6
720575940619322539,L2
720575940617721995,Mi2
720575940611902674,MTe50
720575940628172298,Dm8
720575940620998424,KCab
720575940623835367,Dm3
720575940617462502,T5a
720575940630903948,T5d
720575940622211845,ORN_VM6
720575940634318291,NA
720575940630909714,NA
720575940624606758,NA
720575940630237696,Y4
720575940628391686,NA
720575940639598963,NA
720575940616974941,CB1170
720575940660834945,C2
720575940646868868,CB3815
720575940613390250,Tm6
720575940644151752,NA
720575940640281432,CB3864
720575940626974986,L3
720575940619850478,CB1752
720575940614909579,NA
720575940615320971,CB3831
720575940624845641,R1-6
720575940638004413,TmY3
720575940614732328,CB3820
720575940611558037,T5c
720575940624739571,Tm12
720575940627423746,Pm2
720575940635454827,T4c
720575940619127472,NA
720575940620445934,CB2105
720575940632874297,CB3849
720575940634349281,CB1379
720575940615221758,T4c
720575940628640252,R7
720575940626017960,CB2588
720575940616792413,Tm3
720575940607848393,Dm2
720575940632913461,NA
720575940636641647,CB3851
720575940622355894,NA
720575940622089181,T4d
720575940627277924,Dm2
720575940637384560,ocellar_retinula_cell
720575940631184471,Dm3
720575940611106453,NA
720575940636593144,TmY11
720575940623318541,Dm21
720575940630003867,NA
720575940614873775,Tm9
720575940606725054,R1-6
720575940630800747,T4b
720575940621801866,NA
720575940616271700,CB1650
720575940645578532,L2
720575940620997396,LTe60
720575940642338464,KCab
720575940607818626,TmY16
720575940616484981,Dm3
720575940629708075,R1-6
720575940640540891,T5a
720575940636491631,AOTUv3B_M01
720575940644731040,R8
720575940625885571,Tm1
720575940637371493,Tm20
720575940622319498,T4c
720575940621909213,T5a
720575940614757213,Dm2
720575940630005802,CB1767
720575940625383299,NA
720575940620872641,Tm1
720575940633870125,L1
720575940648342660,Mi10
720575940633302609,Tm12
720575940612405618,Dm8
720575940639227224,CB0350
720575940619463046,L5
720575940629720835,Mi2
720575940621370885,TmY4
720575940610945122,C2
720575940628336634,Y3
720575940612959146,L2
720575940631838994,Pm4
720575940638607805,NA
720575940607369737,NA
720575940639195881,TmY3
720575940628837352,Dm11
720575940610876770,CB3846
720575940611925873,CB3851
720575940629437178,NA
720575940626002634,NA
720575940635907947,NA
720575940621485677,MeTu1
720575940624132605,Tm4
720575940635238307,L4
720575940637334244,NA
720575940619466587,T3
720575940617725051,NA
720575940630107855,NA
720575940659650945,Tm9
720575940634912948,NA
720575940634090777,CB0183
720575940638328127,Dm21
720575940632070284,T4a
720575940623749355,Tm1
720575940632940847,R1-6
720575940627264488,NA
720575940631558483,Tm20
720575940632881868,Dm3
720575940633498524,NA
720575940624571116,CB0104
720575940616589853,Tm6
720575940644090568,Mi4
720575940622684966,T4c
720575940620039956,KCapbp-ap2
720575940628318458,CB2763
720575940644408100,C3
720575940623031223,NA
720575940608115418,T4b
720575940610326994,NA
720575940625671660,Am
720575940625053621,CB2354
720575940612149418,BM_InOm
720575940623178751,T5c
720575940625140238,Tm3
720575940615557460,NA
720575940628359783,LC10e
720575940623886921,TmY9
720575940628038376,Tm20
720575940635659359,LC10b
720575940619320768,NA
720575940619991313,Dm3
720575940659399809,CB1569
720575940651736566,CB3353
720575940610483930,NA
720575940624016522,NA
720575940624975603,T3
720575940629121798,NA
720575940629720311,T5d
720575940629025020,Mi13
720575940624283901,TmY18
720575940628423623,L5
720575940630715518,C3
720575940627963934,Tm3
720575940637791603,CB3289
720575940612753561,TmY18
720575940630893869,NA
720575940613680194,L3
720575940633161799,R8
720575940628415050,T5c
720575940627897256,NA
720575940615828923,CB2045
720575940620570715,Tm9
720575940638057562,Mi2
720575940638263529,Dm21
720575940618988678,CB1420
720575940611837809,KCapbp-m
720575940605871974,L2
720575940632994274,CB3661
720575940616124895,Mi9
720575940620500417,NA
720575940608587017,TmY5a
720575940628616209,L1
720575940660306305,L3
720575940610177941,Mi1
720575940624914155,Mi9
720575940609936882,CB0269
720575940626976180,T4c
720575940634103777,T5a
720575940623407830,CB3828
720575940631688515,T3
720575940622563845,R1-6
720575940612488142,NA
720575940623066003,C2
720575940626183882,Dm8
720575940613617021,T5d
720575940622180848,Y1
720575940626997604,L2
720575940623195085,T2a
720575940637224937,CB.FB2E5
720575940634014362,NA
720575940653913505,NA
720575940606624725,CB1552
720575940608069554,C2
720575940620346673,CB0267
720575940625454162,NA
720575940628348549,NA
720575940638136117,CB3538
720575940625953317,CB3051
720575940624065279,NA
720575940606282417,Mi2
720575940628192764,L5
720575940626815826,v2LN42b
720575940624145422,Pm1
720575940631975379,KCab
720575940620843688,Dm8
720575940628861699,CB3864
720575940628154364,cL22
720575940629995792,Tm5Y
720575940627963978,Mi1
720575940639014845,Mi15
720575940625273421,Mi13
720575940619860790,Dm12
720575940619990139,Pm2
720575940615202134,NA
720575940618568961,Dm11
720575940616334011,Tm20
720575940613513445,Dm3
720575940616142534,NA
720575940629885696,T4d
720575940642564571,NA
720575940623810608,C3
720575940635003799,T5a
720575940624335399,Mi1
720575940614803933,T4a
720575940615386555,CB0951
720575940635326320,NA
720575940635774327,NA
720575940612655845,L5
720575940614293288,L2
720575940633196964,R1-6
720575940631662952,Tm3
720575940629839863,NA
720575940620743706,Mi4
720575940622383338,NA
720575940618727760,Tm9
720575940627928698,Mi1
720575940616832373,T3
720575940624792051,L1
720575940619784033,T4c
720575940632313675,T2a
720575940640249934,L2
720575940644439456,TmY5a
720575940629228618,CB3864
720575940638975285,KCab
720575940617945915,R1-6
720575940625490234,T5a
720575940628288133,C2
720575940632764115,LC10d
720575940615078250,Dm3
720575940624204984,T2a
720575940621260643,NA
720575940642461837,Tm4
720575940614985681,Mi2
720575940614137809,NA
720575940610980118,CL270a
720575940628133513,CB3840
720575940644479688,Dm3
720575940616004255,NA
720575940628251735,NA
720575940621224838,R1-6
720575940630952844,T3
720575940621618864,Dm3
720575940638661446,Tm3
720575940630920791,NA
720575940624388756,T4b
720575940634729241,R1-6
720575940607805451,NA
720575940618547269,L2
720575940611709619,CB3846
720575940628723578,NA
720575940621391425,Dm8
720575940623960063,R1-6
720575940624131848,T5d
720575940624535554,CB1390
720575940615269698,Y4
720575940633164514,NA
720575940633149357,L5
720575940618331456,T4a
720575940622480372,NA
720575940625798332,L1
720575940616616507,T4c
720575940627645973,T4a
720575940625747217,CB2460
720575940642926372,CB2896
720575940612222760,Tm1
720575940646148462,CB3864
720575940618445713,R1-6
720575940634714519,CB3021
720575940615124370,NA
720575940611563310,NA
720575940620156551,Tm20
720575940622275248,C3
720575940618239745,Dm3
720575940609581380,Mi13
720575940610205282,NA
720575940633506079,C3
720575940610510531,NA
720575940614049790,Dm15
720575940622718166,Mi9
720575940625678266,TmY9
720575940612973674,SMP509b
720575940624186185,SLPpm3_P01
720575940618304670,CB1824
720575940607513730,L3
720575940611439473,NA
720575940630458732,JO-E
720575940620353883,T5c
720575940611687488,Tm3
720575940607059634,NA
720575940631721559,T2
720575940613863599,Tm4
720575940635312491,Tm5Y
720575940638630889,R7
720575940624593132,NA
720575940621260052,NA
720575940630219770,R1-6
720575940614421922,T4b
720575940619579216,T2a
720575940627103588,T4b
720575940637225328,Tm5Y
720575940624038340,L2
720575940609239051,R1-6
720575940621278273,T3
720575940636038507,Dm10
720575940628995088,NA
720575940617505510,Mi9
720575940624671363,Mi9
720575940645172846,TmY11
720575940615195202,Tm6
720575940615804817,L2
720575940624793673,L2
720575940619646913,NA
720575940617473748,NA
720575940629846981,CB3851
720575940623682997,T2a
720575940611916274,NA
720575940639156157,CB3851
720575940632741276,CB2079
720575940632731417,L5
720575940632662867,Dm3
720575940619575893,CB2047
720575940625942590,NA
720575940609407939,DNge080
720575940635561663,T5a
720575940610731618,T5d
720575940625272909,T5a
720575940626240514,T5b
720575940626242348,Tm9
720575940627286794,CB1003
720575940627359228,CB3809
720575940639232070,R1-6
720575940618389054,Mi1
720575940639193833,CB1747
720575940628088582,T4b
720575940614312460,NA
720575940623047721,TmY5a
720575940630291671,NA
720575940626710799,Tm9
720575940627324474,CB3864
720575940640460496,NA
720575940614155729,Mi2
720575940632311599,Dm3
720575940625550996,L1
720575940617277597,NA
720575940632532255,NA
720575940628035197,Dm9
720575940621129920,R1-6
720575940613119459,KCapbp-ap2
720575940617988381,NA
720575940628569538,T5a
720575940619271734,Mi2
720575940622364796,Dm2
720575940621953797,Tm20
720575940630065995,NA
720575940621258205,NA
720575940614344354,NA
720575940608129628,Tm2
720575940622334646,CB2446
720575940631866922,C2
720575940614580689,T4a
720575940618166246,TmY20
720575940614660511,T2a
720575940621071203,NA
720575940619488472,NA
720575940622614277,L3
720575940637195895,"CB.FB3,4L0"
720575940612138927,LCe04
720575940612925146,MTe40
720575940619093163,NA
720575940640529752,LC10b
720575940614308305,NA
720575940621352447,NA
720575940628020050,R1-6
720575940623098326,R1-6
